binomial,family,scientific_name_full,life_form,af_status,n_records_af,ornamental_or_cultivated,endemism_level_pct,endemism_group,endemism_bf2020,records_inside_af,records_outside_af,py_threat_category,ar_threat_category,ar_endemic_category,uses,is_timber,lqv_25km_documented,lqv_25km_sources,lqv_25km_occurrences,lqv_vernacular,lqv_iucn
Leptolobium glaziovianum,Fabaceae,Leptolobium glaziovianum (Harms) Sch.Rodr. & A.M.G.Azevedo,tree,new to AF,12,NA,13.33,widespread,Not in the AF,1,6,,,,,,,,,,
Leptolobium nitens,Fabaceae,Leptolobium nitens Vogel,tree,new to AF,424,NA,0.66,occasional,Not in the AF,2,371,,,,,,,,,,
Leptolobium tenuifolium,Fabaceae,Leptolobium tenuifolium Vogel,tree,confirmed,21,NA,100.0,pure_endemic,Endemic,16,2,,,,,,,,,,
Leptostelma meyeri,,Leptostelma meyeri,,in AR list but not in AF checklist,0,,,,,,,,,"cat4: Plantas restringidas a una sola provincia política, o con áreas reducidas ",,,,,,,
Leretia cordata,Icacinaceae,Leretia cordata Vell.,tree,confirmed,136,NA,12.28,widespread,Not endemic,20,93,,,,,,,,,,
Lessingianthus grandiflorus,Asteraceae,Lessingianthus grandiflorus (Less.) H.Rob.,shrub,new to AF,197,NA,44.07,widespread,Not in the AF,53,63,,,,,,,,,,
Lessingianthus macrophyllus,Asteraceae,Lessingianthus macrophyllus (Less.) H.Rob.,shrub,confirmed,63,NA,97.85,near_endemic,Endemic,49,1,,,,,,,,,,
Lessingianthus rugulosus,Asteraceae,Lessingianthus rugulosus (Sch.Bip.) H.Rob.,shrub,new to AF,6,NA,50.0,widespread,Not in the AF,1,1,,,,,,,,,,
Leucochloron incuriale,Fabaceae,Leucochloron incuriale (Vell.) Barneby & J.W.Grimes,tree,confirmed,230,NA,80.45,widespread,Not endemic,108,13,,,,,,,,,,
Leucochloron limae,Fabaceae,Leucochloron limae Barneby & J.W.Grimes,tree,confirmed,8,NA,33.33,widespread,Not endemic,2,2,,,,,,,,,,
Leucochloron minarum,Fabaceae,Leucochloron minarum (Glaz. ex Harms) Barneby & J.W.Grimes,tree,confirmed,17,NA,25.0,widespread,Not endemic,1,2,,,,,,,,,,
Libidibia ferrea,Fabaceae,Libidibia ferrea (Mart. ex Tul.) L.P.Queiroz,tree,confirmed,1812,cultivated,29.53,widespread,Not endemic,327,1073,,,,fodder | ornamental | timber,yes,,,,,
Licania apetala,Chrysobalanaceae,Licania apetala (E.Mey.) Fritsch,tree,confirmed,746,NA,0.53,occasional,Not endemic,8,613,,,,,,,,,,
Licania arianeae,Chrysobalanaceae,Licania arianeae Prance,tree,confirmed,10,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,
Licania bahiensis,Chrysobalanaceae,Licania bahiensis Prance,tree,confirmed,2,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,
Licania belemii,Chrysobalanaceae,Licania belemii Prance,tree,confirmed,38,NA,100.0,pure_endemic,Endemic,38,0,,,,,,,,,,
Licania canescens,Chrysobalanaceae,Licania canescens Benoist,tree,confirmed,209,NA,1.72,occasional,Not endemic,4,179,,,,,,,,,,
Licania cymosa,Chrysobalanaceae,Licania cymosa Fritsch,tree,confirmed,24,NA,93.75,near_endemic,Not endemic,15,1,,,,,,,,,,
Licania dealbata,Chrysobalanaceae,Licania dealbata Hook.f.,tree,new to AF,120,NA,11.46,widespread,Not in the AF,2,65,,,,,,,,,,
Licania discolor,Chrysobalanaceae,Licania discolor Pilg.,tree,new to AF,38,NA,5.88,occasional,Not in the AF,2,33,,,,,,,,,,
Licania gardneri,Chrysobalanaceae,Licania gardneri (Hook.f.) Fritsch,tree,new to AF,162,NA,6.25,occasional,Not in the AF,3,113,,,,,,,,,,
Licania glazioviana,Chrysobalanaceae,Licania glazioviana Warm.,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,
Licania heteromorpha,Chrysobalanaceae,Licania heteromorpha Benth.,tree,new to AF,935,NA,1.75,occasional,Not in the AF,14,794,,,,,,,,,,
Licania hoehnei,Chrysobalanaceae,Licania hoehnei Pilg.,tree,confirmed,73,NA,78.5,widespread,Not endemic,49,10,,,,,,,,,,
Licania humilis,Chrysobalanaceae,Licania humilis Cham. & Schltdl.,tree,new to AF,202,NA,2.94,occasional,Not in the AF,4,151,,,,,,,,,,
Licania hypoleuca,Chrysobalanaceae,Licania hypoleuca Benth.,tree,confirmed,299,NA,8.91,occasional,Not endemic,19,228,,,,timber,yes,,,,,
Licania indurata,Chrysobalanaceae,Licania indurata Pilg.,tree,confirmed,13,NA,85.71,widespread,Endemic,6,1,,,,,,,,,,
Licania kunthiana,Chrysobalanaceae,Licania kunthiana Hook.f.,tree,confirmed,279,NA,27.92,widespread,Not endemic,70,171,,,,,,,,,,
Licania lamentanda,Chrysobalanaceae,Licania lamentanda Prance,tree,confirmed,21,NA,100.0,pure_endemic,Endemic,21,0,,,,,,,,,,
Licania leptostachya,Chrysobalanaceae,Licania leptostachya Benth.,tree,confirmed,138,NA,6.14,occasional,Not endemic,7,107,,,,,,,,,,
Licania littoralis,Chrysobalanaceae,Licania littoralis Warm.,tree,confirmed,89,NA,100.0,pure_endemic,Endemic,78,0,,,,,,,,,,
Licania micrantha,Chrysobalanaceae,Licania micrantha Miq.,tree,confirmed,238,NA,10.11,occasional,Not endemic,20,195,,,,,,,,,,
Licania naviculistipula,Chrysobalanaceae,Licania naviculistipula Prance,tree,confirmed,19,NA,100.0,pure_endemic,Endemic,19,0,,,,,,,,,,
Licania nitida,Chrysobalanaceae,Licania nitida Hook.f.,tree,confirmed,34,NA,70.59,widespread,Not endemic,9,7,,,,,,,,,,
Licania octandra,Chrysobalanaceae,Licania octandra (Hoffmanns. ex Roem. & Schult.) Kuntze,tree,confirmed,525,NA,14.62,widespread,Not endemic,62,389,,,,,,,,,,
Licania riedelii,Chrysobalanaceae,Licania riedelii Prance,tree,confirmed,23,NA,100.0,pure_endemic,Endemic,17,0,,,,,,,,,,
Licania salzmannii,Chrysobalanaceae,Licania salzmannii (Hook.f.) Fritsch,tree,confirmed,27,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,
Licania santosii,Chrysobalanaceae,Licania santosii Prance,tree,confirmed,5,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,
Licania silvatica,Chrysobalanaceae,Licania silvatica Glaz. ex Prance,tree,confirmed,4,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,
Licania spicata,Chrysobalanaceae,Licania spicata Hook.f.,tree,confirmed,20,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,
Licania tomentosa,Chrysobalanaceae,Licania tomentosa (Benth.) Fritsch,tree,confirmed,66,NA,53.73,widespread,Endemic,23,17,,,,,,,,,,
Licania triandra,Chrysobalanaceae,Licania triandra Mart. ex Hook.f.,tree,new to AF,27,NA,6.67,occasional,Not in the AF,1,16,,,,,,,,,,
Licania turbinata,Chrysobalanaceae,Licania turbinata Benth.,tree,confirmed,20,NA,100.0,pure_endemic,Endemic,9,0,,,,,,,,,,
Licaria armeniaca,Lauraceae,Licaria armeniaca (Nees) Kosterm.,tree,confirmed,311,NA,42.68,widespread,Not endemic,108,147,,,,,,,,,,
Licaria aurea,Lauraceae,Licaria aurea (Huber) Kosterm.,tree,new to AF,61,NA,1.96,occasional,Not in the AF,1,51,,,,,,,,,,
Licaria bahiana,Lauraceae,Licaria bahiana Kurz,tree,confirmed,108,NA,100.0,pure_endemic,Endemic,106,0,,,,,,,,,,
Licaria chrysophylla,Lauraceae,Licaria chrysophylla (Meisn.) Kosterm.,tree,new to AF,92,NA,9.46,occasional,Not in the AF,7,73,,,,timber,yes,,,,,
Licaria debilis,Lauraceae,Licaria debilis (Mez) Kosterm.,tree,confirmed,63,NA,60.0,widespread,Not endemic,36,24,,,,,,,,,,
Licaria guianensis,Lauraceae,Licaria guianensis Aubl.,tree,confirmed,149,NA,29.69,widespread,Not endemic,33,83,,,,,,,,,,
Licaria vernicosa,Lauraceae,Licaria vernicosa (Mez) Kosterm.,tree,confirmed,17,NA,30.77,widespread,Not endemic,4,9,,,,,,,,,,
Lindackeria ovata,Achariaceae,Lindackeria ovata (Benth.) Gilg,tree,new to AF,26,NA,33.33,widespread,Not in the AF,1,11,,,,,,,,,,
Lippia brasiliensis,Verbenaceae,Lippia brasiliensis (Link) T.R.S.Silva,shrub,confirmed,307,NA,93.38,near_endemic,Endemic,193,10,,,,,,,,,,
Lippia grata,Verbenaceae,Lippia grata Schauer,shrub,new to AF,160,NA,21.33,widespread,Not in the AF,14,64,,,,,,,,,,
Lippia grisebachiana,,Lippia grisebachiana,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Lippia junelliana,,Lippia junelliana,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Lippia origanoides,Verbenaceae,Lippia origanoides Kunth,shrub,confirmed,1129,NA,21.97,widespread,Not endemic,140,573,,,,,,,,,,
Lippia salsa,,Lippia salsa,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Lippia triplinervis,Verbenaceae,Lippia triplinervis Gardner,shrub,confirmed,24,NA,100.0,pure_endemic,Endemic,19,0,,,,,,,,,,
Lithraea brasiliensis,Anacardiaceae,Lithraea brasiliensis Marchand,tree,confirmed,776,NA,65.97,widespread,Not endemic,436,100,,,,,,,,,,
Lithraea molleoides,Anacardiaceae,Lithraea molleoides (Vell.) Engl.,tree,confirmed,1726,NA,33.12,widespread,Not endemic,516,667,,,,,,yes,iNat,1,,
Lithraea ternifolia,,Lithraea ternifolia,,in AR list but not in AF checklist,0,,,,,,,,Decreasing in the Cordoba province,,,,,,,,
Lomariocycas schomburgkii,Blechnaceae,Lomariocycas schomburgkii (Klotzsch) Gasper & A.R. Sm.,shrub,confirmed,314,NA,82.25,widespread,Not endemic,175,85,,,,,,,,,,
Lonchocarpus cultratus,Fabaceae,Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima,tree,confirmed,452,NA,79.8,widespread,Not endemic,273,61,,,,,,,,,,
Lonchocarpus latifolius,Fabaceae,Lonchocarpus latifolius (Willd.) DC.,tree,confirmed,222,NA,6.09,occasional,Not endemic,11,148,,,,,,,,,,
Lonchocarpus nitidus,Fabaceae,Lonchocarpus nitidus (Vogel) Benth.,tree,confirmed,72,NA,74.51,widespread,Endemic,39,12,,,,,,,,,,
Lonchocarpus pluvialis,Fabaceae,Lonchocarpus pluvialis Rusby,tree,confirmed,77,NA,5.88,occasional,Not endemic,1,47,,,,,,,,,,
Lonchocarpus sericeus,Fabaceae,Lonchocarpus sericeus (Poir.) Kunth ex DC.,tree,confirmed,470,NA,11.9,widespread,Not endemic,38,266,,,,,,,,,,
Lonchocarpus violaceus,Fabaceae,Lonchocarpus violaceus (Jacq.) Kunth ex DC.,tree,confirmed,166,NA,1.96,occasional,Endemic,1,55,,,,,,,,,,
Lophanthera lactescens,Malpighiaceae,Lophanthera lactescens Ducke,tree,new to AF,51,NA,49.25,widespread,Not in the AF,18,21,,,,,,,,,,
Ludwigia anastomosans,Onagraceae,Ludwigia anastomosans (DC.) H.Hara,shrub,new to AF,11,NA,100.0,pure_endemic,Not in the AF,4,0,,,,,,,,,,
Ludwigia elegans,Onagraceae,Ludwigia elegans (Cambess.) H.Hara,shrub,confirmed,538,NA,64.53,widespread,Not endemic,219,94,,,,,,,,,,
Ludwigia laruotteana,Onagraceae,Ludwigia laruotteana (Cambess.) H.Hara,shrub,new to AF,101,NA,31.71,widespread,Not in the AF,16,30,,,,,,,,,,
Ludwigia nervosa,Onagraceae,Ludwigia nervosa (Poir.) H.Hara,shrub,confirmed,871,NA,15.5,widespread,Not endemic,91,487,,,,,,,,,,
Ludwigia rigida,Onagraceae,Ludwigia rigida (Miq.) Sandwith,shrub,new to AF,150,NA,10.44,widespread,Not in the AF,7,87,,,,,,,,,,
Luehea candicans,Malvaceae,Luehea candicans Mart. & Zucc.,tree,confirmed,306,NA,41.96,widespread,Not endemic,86,121,,,,,,yes,GBIF|iNat,19,Açoita-cavalo,
Luehea conwentzii,Malvaceae,Luehea conwentzii K.Schum.,tree,confirmed,24,NA,100.0,pure_endemic,Endemic,14,0,,,,,,,,,,
Luehea cymulosa,Malvaceae,Luehea cymulosa Spruce ex Benth.,tree,new to AF,119,NA,1.92,occasional,Not in the AF,5,61,,,,,,,,,,
Luehea divaricata,Malvaceae,Luehea divaricata Mart. & Zucc.,tree,confirmed,592,NA,60.56,widespread,Not endemic,282,151,,,,timber,yes,yes,GBIF|iNat,31,Azota caballos,
Luehea fiebrigii,Malvaceae,Luehea fiebrigii Burret,tree,not in the BF.2020,15,NA,50.0,widespread,NA,2,7,,,,,,,,,,
Luehea grandiflora,Malvaceae,Luehea grandiflora Mart. & Zucc.,tree,confirmed,301,NA,53.28,widespread,Not endemic,114,103,,,,,,,,,,
Luehea ochrophylla,Malvaceae,Luehea ochrophylla Mart.,tree,confirmed,54,NA,69.23,widespread,Not endemic,28,2,,,,,,,,,,
Luehea paniculata,Malvaceae,Luehea paniculata Mart. & Zucc.,tree,confirmed,156,NA,8.85,occasional,Not endemic,15,83,,,,,,,,,,
Luetzelburgia andrade-limae,Fabaceae,Luetzelburgia andrade-limae H.C.Lima,tree,new to AF,44,NA,18.87,widespread,Not in the AF,3,7,,,,,,,,,,
Luetzelburgia auriculata,Fabaceae,Luetzelburgia auriculata (Allemao) Ducke,tree,new to AF,241,NA,0.8,occasional,Not in the AF,5,188,,,,,,,,,,
Luetzelburgia bahiensis,Fabaceae,Luetzelburgia bahiensis Yakovlev,tree,new to AF,107,NA,3.73,occasional,Not in the AF,1,68,,,,,,,,,,
Luetzelburgia guaissara,Fabaceae,Luetzelburgia guaissara Toledo,tree,confirmed,45,NA,84.06,widespread,Endemic,37,4,,,,,,,,,,
Luetzelburgia harleyi,Fabaceae,"Luetzelburgia harleyi D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",tree,probable occurrence in the AF,13,,,,,,,,,,,,,,,,
Luetzelburgia purpurea,Fabaceae,"Luetzelburgia purpurea D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",tree,probable occurrence in the AF,34,,,,,,,,,,,,,,,,
Luetzelburgia trialata,Fabaceae,Luetzelburgia trialata (Ducke) Ducke,tree,confirmed,14,NA,100.0,pure_endemic,Endemic,9,0,,,,,,,,,,
Luma apiculata,,Luma apiculata,,in AR list but not in AF checklist,0,,,,,,,,Indeterminada,,,,,,,,
Lupinus tucumanensis,,Lupinus tucumanensis,,in AR list but not in AF checklist,0,,,,,,,,Rare,,,,,,,,
Lupinus umidicola,,Lupinus umidicola,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Luxemburgia mysteriosa,Ochnaceae,Luxemburgia mysteriosa Fraga & Feres,shrub,confirmed,10,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,
Lychnophora crispa,Asteraceae,Lychnophora crispa Mattf.,tree,probable occurrence in the AF,6,,,,,,,,,,,,,,,,
Lychnophora diamantinana,Asteraceae,Lychnophora diamantinana Coile & Jones,tree,new to AF,42,NA,2.94,occasional,Not in the AF,1,32,,,,,,,,,,
